Country ISO3,Country Name,Indicator Id,Indicator,Subindicator Type,2013,2014,2015,2016,2017,2018
MAC,"Macao SAR, China",756,Monetary freedom score,Value,81.3,79.8,74.9,69.6,70.8,73.6
MAC,"Macao SAR, China",757,Trade freedom score,Value,90,90,90,90,90,90
MAC,"Macao SAR, China",758,Investment freedom score,Value,85,85,85,85,85,85
MAC,"Macao SAR, China",759,Financial freedom score,Value,70,70,70,70,70,70
MAR,Morocco,747,Index of economic freedom score,Value,59.6,58.3,60.1,61.3,61.5,61.9
MAR,Morocco,748,Index of economic freedom score,Rank,90,103,89,85,86,86
MAR,Morocco,749,Index of economic freedom score,Regional Rank,9,10,9,9,9,7
MAR,Morocco,750,Property rights score,Value,40,40,40,40,55,53.8
MAR,Morocco,751,Freedom from corruption score,Value,34,33.3,37,39,,
MAR,Morocco,752,Fiscal freedom score,Value,71.4,71.3,70.9,71.5,,
MAR,Morocco,753,Gov't spending score,Value,64.3,64.1,61,65.6,69.4,70.5
MAR,Morocco,754,Business freedom score,Value,76.4,76.2,68.8,66.4,67.7,69.6
MAR,Morocco,755,Labor freedom score,Value,30.1,31.5,33.4,34.3,33.8,36
MAR,Morocco,756,Monetary freedom score,Value,78.9,78.1,81.9,84.1,82.7,82.3
MAR,Morocco,757,Trade freedom score,Value,70.8,58.8,78.2,81.8,84,79.4
MAR,Morocco,758,Investment freedom score,Value,70,70,70,70,70,65
MAR,Morocco,759,Financial freedom score,Value,60,60,60,60,70,70
MDA,Moldova,747,Index of economic freedom score,Value,55.5,57.3,57.5,57.4,58,58.4
MDA,Moldova,748,Index of economic freedom score,Rank,115,110,111,117,110,105
MDA,Moldova,749,Index of economic freedom score,Regional Rank,39,39,39,40,41,40
MDA,Moldova,750,Property rights score,Value,40,40,40,40,49.6,53.5
MDA,Moldova,751,Freedom from corruption score,Value,29,29.5,35,35,,
MDA,Moldova,752,Fiscal freedom score,Value,87.2,85.8,85.1,85.4,,
MDA,Moldova,753,Gov't spending score,Value,50.1,54.4,51.8,55.6,54.8,56.7
MDA,Moldova,754,Business freedom score,Value,69.7,70.1,66.8,64.6,65.9,66
MDA,Moldova,755,Labor freedom score,Value,40.9,37.9,40.6,39.3,38.9,39.9
MDA,Moldova,756,Monetary freedom score,Value,73.4,75,76.1,76,72,73.2
MDA,Moldova,757,Trade freedom score,Value,80,80.1,79.8,73.6,80,78.3
MDA,Moldova,758,Investment freedom score,Value,35,50,50,55,55,55
MDA,Moldova,759,Financial freedom score,Value,50,50,50,50,50,50
MDG,Madagascar,747,Index of economic freedom score,Value,62,61.7,61.7,61.1,57.4,56.8
MDG,Madagascar,748,Index of economic freedom score,Rank,73,79,79,87,113,119
MDG,Madagascar,749,Index of economic freedom score,Regional Rank,5,7,7,9,15,16
MDG,Madagascar,750,Property rights score,Value,40,40,45,45,34.8,33.2
MDG,Madagascar,751,Freedom from corruption score,Value,30,27.3,28,28,,
MDG,Madagascar,752,Fiscal freedom score,Value,90,90.8,90.9,91.1,,
MDG,Madagascar,753,Gov't spending score,Value,94.6,92.3,94.7,93.4,93.2,92.9
MDG,Madagascar,754,Business freedom score,Value,63.5,62.8,62.3,52.9,43.3,45.6
MDG,Madagascar,755,Labor freedom score,Value,47.4,43.9,45.1,48.5,43.8,41.5
MDG,Madagascar,756,Monetary freedom score,Value,74.9,77.6,79.2,74.5,73.3,73.4
MDG,Madagascar,757,Trade freedom score,Value,74.6,77.8,71.8,77.2,78,78
MDG,Madagascar,758,Investment freedom score,Value,55,55,50,50,55,55
MDG,Madagascar,759,Financial freedom score,Value,50,50,50,50,50,50
MDV,Maldives,747,Index of economic freedom score,Value,49,51,53.4,53.9,50.3,51.1
MDV,Maldives,748,Index of economic freedom score,Rank,149,145,134,132,157,155
MDV,Maldives,749,Index of economic freedom score,Regional Rank,34,32,28,28,39,39
MDV,Maldives,750,Property rights score,Value,25,20,25,25,45.1,45
MDV,Maldives,751,Freedom from corruption score,Value,25,21.9,21.9,21.9,,
MDV,Maldives,752,Fiscal freedom score,Value,98.8,97.4,95.5,94,,
MDV,Maldives,753,Gov't spending score,Value,14.5,43.8,50.6,60.8,51.5,45.5
MDV,Maldives,754,Business freedom score,Value,88.7,87.4,85.8,81.5,80.6,78.6
MDV,Maldives,755,Labor freedom score,Value,64,71.7,73.4,70.4,70.4,70.6
MDV,Maldives,756,Monetary freedom score,Value,70.4,69.4,74.1,73,76.3,83.3
MDV,Maldives,757,Trade freedom score,Value,43.7,43.8,47.8,47.8,47.8,48.4
MDV,Maldives,758,Investment freedom score,Value,30,25,30,35,35,35
MDV,Maldives,759,Financial freedom score,Value,30,30,30,30,30,30
MEX,Mexico,747,Index of economic freedom score,Value,67,66.8,66.4,65.2,63.6,64.8
MEX,Mexico,748,Index of economic freedom score,Rank,50,55,59,62,70,63
MEX,Mexico,749,Index of economic freedom score,Regional Rank,3,3,3,3,14,12
MEX,Mexico,750,Property rights score,Value,50,50,50,50,58.1,58.6
MEX,Mexico,751,Freedom from corruption score,Value,30,29.7,34,35,,
MEX,Mexico,752,Fiscal freedom score,Value,81.1,80.9,77.8,74.9,,
MEX,Mexico,753,Gov't spending score,Value,79.4,78.9,78,76.4,76.7,78.1
MEX,Mexico,754,Business freedom score,Value,81.4,76.8,71.5,70.7,70.7,67.5
MEX,Mexico,755,Labor freedom score,Value,59.7,58.3,59.9,58.2,57.9,59.8
MEX,Mexico,756,Monetary freedom score,Value,77.7,77.4,77.6,77.4,78.8,79.2
MEX,Mexico,757,Trade freedom score,Value,80.6,85.6,85.6,79.2,80,88
MEX,Mexico,758,Investment freedom score,Value,70,70,70,70,70,75
MEX,Mexico,759,Financial freedom score,Value,60,60,60,60,60,60
MKD,"Macedonia, FYR",747,Index of economic freedom score,Value,68.2,68.6,67.1,67.5,70.7,71.3
MKD,"Macedonia, FYR",748,Index of economic freedom score,Rank,43,43,53,47,31,33
MKD,"Macedonia, FYR",749,Index of economic freedom score,Regional Rank,21,20,24,22,18,18
MKD,"Macedonia, FYR",750,Property rights score,Value,35,35,35,35,67,64.8
MKD,"Macedonia, FYR",751,Freedom from corruption score,Value,39,39.6,44,45,,
MKD,"Macedonia, FYR",752,Fiscal freedom score,Value,91.4,91.4,91.4,92.1,,
MKD,"Macedonia, FYR",753,Gov't spending score,Value,69.1,70.7,65.6,69.6,68.9,70.3
MKD,"Macedonia, FYR",754,Business freedom score,Value,80.3,81,79.2,76.4,81.5,82.9
MKD,"Macedonia, FYR",755,Labor freedom score,Value,78.4,78.8,70.7,66.7,66.7,69
MKD,"Macedonia, FYR",756,Monetary freedom score,Value,84,83.5,79,83.5,80.8,81.8
MKD,"Macedonia, FYR",757,Trade freedom score,Value,84.6,85.9,86.2,86.4,86.1,87.8
MKD,"Macedonia, FYR",758,Investment freedom score,Value,60,60,60,60,60,65
MKD,"Macedonia, FYR",759,Financial freedom score,Value,60,60,60,60,60,60
MLI,Mali,747,Index of economic freedom score,Value,56.4,55.5,56.4,56.5,58.6,57.6
MLI,Mali,748,Index of economic freedom score,Rank,111,122,119,121,102,113
MLI,Mali,749,Index of economic freedom score,Regional Rank,17,21,21,23,12,14
MLI,Mali,750,Property rights score,Value,30,20,25,25,36.7,31.9
MLI,Mali,751,Freedom from corruption score,Value,28,27.7,28,32,,
MLI,Mali,752,Fiscal freedom score,Value,69.6,69.8,69.6,70.3,,
MLI,Mali,753,Gov't spending score,Value,83.9,81.7,89.2,82.8,88,85.3
MLI,Mali,754,Business freedom score,Value,50.1,48,47.2,46.3,44.2,52.8
MLI,Mali,755,Labor freedom score,Value,64.6,63.2,50.7,50.8,51.1,48.4
MLI,Mali,756,Monetary freedom score,Value,79.9,76.7,81.1,83,83,81.9
MLI,Mali,757,Trade freedom score,Value,73.2,73.2,73.2,70.2,70.1,68.7
MLI,Mali,758,Investment freedom score,Value,45,55,60,65,65,65
MLI,Mali,759,Financial freedom score,Value,40,40,40,40,40,40
MLT,Malta,747,Index of economic freedom score,Value,67.5,66.4,66.5,66.7,67.7,68.5
MLT,Malta,748,Index of economic freedom score,Rank,47,58,58,55,50,46
MLT,Malta,749,Index of economic freedom score,Regional Rank,23,27,28,24,26,22
MLT,Malta,750,Property rights score,Value,75,75,75,70,67.7,68.1
MLT,Malta,751,Freedom from corruption score,Value,56,55.8,56,55,,
MLT,Malta,752,Fiscal freedom score,Value,61.2,63.7,63.1,63.9,,
MLT,Malta,753,Gov't spending score,Value,44.1,47.2,44.4,46.5,44.9,51
MLT,Malta,754,Business freedom score,Value,61.1,62.4,61,61.6,62.5,64
MLT,Malta,755,Labor freedom score,Value,65.4,53.2,55.6,53.5,57.2,61.1
MLT,Malta,756,Monetary freedom score,Value,80.4,79.1,81.8,83.5,83.5,78.8
MLT,Malta,757,Trade freedom score,Value,86.8,87.8,88,88,87,86.9
MLT,Malta,758,Investment freedom score,Value,85,80,80,85,85,85
MLT,Malta,759,Financial freedom score,Value,60,60,60,60,60,60
MMR,Myanmar,747,Index of economic freedom score,Value,39.2,46.5,46.9,48.7,52.5,53.9
MMR,Myanmar,748,Index of economic freedom score,Rank,172,162,161,158,146,135
MMR,Myanmar,749,Index of economic freedom score,Regional Rank,40,36,38,36,34,33
MMR,Myanmar,750,Property rights score,Value,10,10,10,10,23,32.5
MMR,Myanmar,751,Freedom from corruption score,Value,15,11.6,21,21,,
MMR,Myanmar,752,Fiscal freedom score,Value,81.9,86.9,86.9,86.6,,
MMR,Myanmar,753,Gov't spending score,Value,96.8,89.2,77.9,75.3,81.5,84.7
MMR,Myanmar,754,Business freedom score,Value,20,28.3,28.7,32.6,50.1,54.2
MMR,Myanmar,755,Labor freedom score,Value,20,75.7,79.3,76.8,77.1,65.9
MMR,Myanmar,756,Monetary freedom score,Value,65.1,64.8,66.1,70,65.4,67.6
MMR,Myanmar,757,Trade freedom score,Value,73.6,73.6,74.2,74.2,74.2,70.9
MMR,Myanmar,758,Investment freedom score,Value,0,15,15,20,20,30
MMR,Myanmar,759,Financial freedom score,Value,10,10,10,20,20,20
MNE,Montenegro,747,Index of economic freedom score,Value,62.6,63.6,64.7,64.9,62,64.3
MNE,Montenegro,748,Index of economic freedom score,Rank,70,68,66,65,83,68
MNE,Montenegro,749,Index of economic freedom score,Regional Rank,33,31,31,31,35,33
MNE,Montenegro,750,Property rights score,Value,40,40,40,40,58,54.2
MNE,Montenegro,751,Freedom from corruption score,Value,40,37.8,44,42,,
MNE,Montenegro,752,Fiscal freedom score,Value,92.4,92.5,92.6,91.6,,
MNE,Montenegro,753,Gov't spending score,Value,41.5,42.6,36.7,39.8,33.1,35.7
MNE,Montenegro,754,Business freedom score,Value,72.7,77.6,77.1,76.6,72,72.9
MNE,Montenegro,755,Labor freedom score,Value,71.4,68.6,77.5,72,67.4,70.9
MNE,Montenegro,756,Monetary freedom score,Value,79.9,78.6,79.7,82.6,82.5,84.9
MNE,Montenegro,757,Trade freedom score,Value,83,83.1,84.8,84.8,84.7,84.7
MNE,Montenegro,758,Investment freedom score,Value,55,65,65,70,75,75
MNE,Montenegro,759,Financial freedom score,Value,50,50,50,50,50,50
MNG,Mongolia,747,Index of economic freedom score,Value,61.7,58.9,59.2,59.4,54.8,55.7
MNG,Mongolia,748,Index of economic freedom score,Rank,75,97,96,100,129,125
MNG,Mongolia,749,Index of economic freedom score,Regional Rank,12,19,19,22,29,27
MNG,Mongolia,750,Property rights score,Value,30,30,30,30,51.3,51
MNG,Mongolia,751,Freedom from corruption score,Value,27,28.2,38,39,,
MNG,Mongolia,752,Fiscal freedom score,Value,82.5,81.8,83.9,84.4,,
MNG,Mongolia,753,Gov't spending score,Value,62.6,39.1,35.6,51.5,57.6,57.1
MNG,Mongolia,754,Business freedom score,Value,70.4,71.8,68.2,67.7,67.2,67
MNG,Mongolia,755,Labor freedom score,Value,79.2,81.1,82.7,77.9,76.6,75.6
MNG,Mongolia,756,Monetary freedom score,Value,75.6,72.4,69.2,68,72.3,79.1
MNG,Mongolia,757,Trade freedom score,Value,79.8,74.7,74.8,70,74.9,75.9
MNG,Mongolia,758,Investment freedom score,Value,50,50,50,45,45,45
MNG,Mongolia,759,Financial freedom score,Value,60,60,60,60,60,60
MOZ,Mozambique,747,Index of economic freedom score,Value,55,55,54.8,53.2,49.9,46.3
MOZ,Mozambique,748,Index of economic freedom score,Rank,123,128,125,139,158,170
MOZ,Mozambique,749,Index of economic freedom score,Regional Rank,22,25,24,31,37,42
MOZ,Mozambique,750,Property rights score,Value,30,30,30,30,40.6,35.4
MOZ,Mozambique,751,Freedom from corruption score,Value,27,26.2,30,31,,
MOZ,Mozambique,752,Fiscal freedom score,Value,76.2,75.7,75.2,74.3,,
MOZ,Mozambique,753,Gov't spending score,Value,64.5,64.6,66.5,63.5,58.2,60.7
MOZ,Mozambique,754,Business freedom score,Value,63.9,65.2,60.9,55.9,58.8,58
MOZ,Mozambique,755,Labor freedom score,Value,37.9,36.7,37.9,41.9,41,37.8
MOZ,Mozambique,756,Monetary freedom score,Value,74.7,80.8,82,79.5,79.9,66.7
MOZ,Mozambique,757,Trade freedom score,Value,75.4,75.5,75.4,70.8,76.7,76.7
MOZ,Mozambique,758,Investment freedom score,Value,50,45,40,35,35,35
MOZ,Mozambique,759,Financial freedom score,Value,50,50,50,50,50,50
MRT,Mauritania,747,Index of economic freedom score,Value,52.3,53.2,53.3,54.8,54.4,54
MRT,Mauritania,748,Index of economic freedom score,Rank,134,134,135,128,131,134
MRT,Mauritania,749,Index of economic freedom score,Regional Rank,28,28,28,25,25,24
MRT,Mauritania,750,Property rights score,Value,25,25,25,25,22.5,23.9
MRT,Mauritania,751,Freedom from corruption score,Value,24,23.9,30,30,,
MRT,Mauritania,752,Fiscal freedom score,Value,80.3,81.7,80.2,81.6,,
MRT,Mauritania,753,Gov't spending score,Value,74.7,75.8,59.8,75.3,73.2,72.8
MRT,Mauritania,754,Business freedom score,Value,43.3,38,50.5,48.7,64.4,64.2
MRT,Mauritania,755,Labor freedom score,Value,51.1,53.1,52.1,50.7,57.4,59.2
MRT,Mauritania,756,Monetary freedom score,Value,75.1,75.5,76.6,77.7,81.9,82.4
MRT,Mauritania,757,Trade freedom score,Value,64.8,69,69,69,62.3,61.5
MRT,Mauritania,758,Investment freedom score,Value,45,50,50,50,50,50
MRT,Mauritania,759,Financial freedom score,Value,40,40,40,40,40,40
MUS,Mauritius,747,Index of economic freedom score,Value,76.9,76.5,76.4,74.7,74.7,75.1
MUS,Mauritius,748,Index of economic freedom score,Rank,8,8,10,15,21,21
MUS,Mauritius,749,Index of economic freedom score,Regional Rank,1,1,1,1,1,1
MUS,Mauritius,750,Property rights score,Value,70,65,65,60,64.4,68.7
MUS,Mauritius,751,Freedom from corruption score,Value,51,53.4,52,54,,
MUS,Mauritius,752,Fiscal freedom score,Value,92.1,92.2,91.9,92,,
MUS,Mauritius,753,Gov't spending score,Value,81.9,81.8,87.4,81.5,81.5,80.7
MUS,Mauritius,754,Business freedom score,Value,78.2,74.4,78,77.5,78.2,77.5
MUS,Mauritius,755,Labor freedom score,Value,72.3,78,68.2,65,68.8,66.8
MUS,Mauritius,756,Monetary freedom score,Value,75.4,76.7,77.6,78.7,81.1,82.9
MUS,Mauritius,757,Trade freedom score,Value,87.9,88.6,88.4,88.6,88.7,88.7
MUS,Mauritius,758,Investment freedom score,Value,90,85,85,80,80,80
MUS,Mauritius,759,Financial freedom score,Value,70,70,70,70,70,70
MWI,Malawi,747,Index of economic freedom score,Value,55.3,55.4,54.8,51.8,52.2,52
MWI,Malawi,748,Index of economic freedom score,Rank,118,124,126,146,149,148
MWI,Malawi,749,Index of economic freedom score,Regional Rank,20,22,25,36,33,31
MWI,Malawi,750,Property rights score,Value,40,45,40,40,36,33.1
MWI,Malawi,751,Freedom from corruption score,Value,30,31.9,37,33,,
MWI,Malawi,752,Fiscal freedom score,Value,78.4,78,78.5,79,,
MWI,Malawi,753,Gov't spending score,Value,60,63,49,27.1,69.8,70.7
MWI,Malawi,754,Business freedom score,Value,41.1,38.9,49.1,44.5,45.3,47.7
MWI,Malawi,755,Labor freedom score,Value,58.8,60.3,63.1,63.4,56.9,59.9
MWI,Malawi,756,Monetary freedom score,Value,72.5,64.1,53.8,53.6,54.7,60.4
MWI,Malawi,757,Trade freedom score,Value,71.8,72.7,72.2,72.4,70.5,71.5
MWI,Malawi,758,Investment freedom score,Value,50,50,55,55,55,50
MWI,Malawi,759,Financial freedom score,Value,50,50,50,50,50,50
MYS,Malaysia,747,Index of economic freedom score,Value,66.1,69.6,70.8,71.5,73.8,74.5
MYS,Malaysia,748,Index of economic freedom score,Rank,56,37,31,29,27,22
MYS,Malaysia,749,Index of economic freedom score,Regional Rank,9,9,8,8,7,6
MYS,Malaysia,750,Property rights score,Value,55,55,55,55,85.3,83.8
MYS,Malaysia,751,Freedom from corruption score,Value,43,44.3,50,52,,
MYS,Malaysia,752,Fiscal freedom score,Value,85.1,84.6,84.4,85,,
MYS,Malaysia,753,Gov't spending score,Value,73.5,75.6,74,74.3,78.7,81.3
MYS,Malaysia,754,Business freedom score,Value,79.9,85.6,93.5,91.4,90.8,83.9
MYS,Malaysia,755,Labor freedom score,Value,72.3,78.5,75.7,71.5,73.1,75.8
MYS,Malaysia,756,Monetary freedom score,Value,79.8,81,80.8,84.5,85.3,85.6
MYS,Malaysia,757,Trade freedom score,Value,77,76.4,80,81.4,81.2,87.4
MYS,Malaysia,758,Investment freedom score,Value,45,55,55,60,60,60
MYS,Malaysia,759,Financial freedom score,Value,50,60,60,60,50,50
NAM,Namibia,747,Index of economic freedom score,Value,60.3,59.4,59.6,61.9,62.5,58.5
NAM,Namibia,748,Index of economic freedom score,Rank,84,94,93,81,78,103
NAM,Namibia,749,Index of economic freedom score,Regional Rank,9,12,10,8,5,11
NAM,Namibia,750,Property rights score,Value,30,30,30,30,53.8,56.6
NAM,Namibia,751,Freedom from corruption score,Value,44,44.2,48,49,,
NAM,Namibia,752,Fiscal freedom score,Value,66.4,66.9,66.7,64.4,,
NAM,Namibia,753,Gov't spending score,Value,71.5,58.8,56,63.9,55.6,50.4
NAM,Namibia,754,Business freedom score,Value,68.4,64.4,64.3,68.2,67.6,67.5
NAM,Namibia,755,Labor freedom score,Value,76.7,81.9,90.9,84.5,84.4,85.5
NAM,Namibia,756,Monetary freedom score,Value,74.9,75,74.3,75.1,77.2,74.8
NAM,Namibia,757,Trade freedom score,Value,81.5,82.9,71.2,83.4,83.5,83.3
NAM,Namibia,758,Investment freedom score,Value,50,50,55,60,65,65
NAM,Namibia,759,Financial freedom score,Value,40,40,40,40,40,40
NER,Niger,747,Index of economic freedom score,Value,53.9,55.1,54.6,54.3,50.8,49.5
NER,Niger,748,Index of economic freedom score,Rank,128,127,127,129,154,160
NER,Niger,749,Index of economic freedom score,Regional Rank,26,24,26,26,36,36
NER,Niger,750,Property rights score,Value,30,30,30,30,33.8,37.4
NER,Niger,751,Freedom from corruption score,Value,25,26,34,35,,
NER,Niger,752,Fiscal freedom score,Value,77,76.8,76.6,76.3,,
NER,Niger,753,Gov't spending score,Value,80.1,88.4,83.6,76.8,73.4,72.9
NER,Niger,754,Business freedom score,Value,35.2,35.2,39.2,39.6,39.1,45.5
NER,Niger,755,Labor freedom score,Value,39.3,45.4,40.9,42.3,46.1,45.7
NER,Niger,756,Monetary freedom score,Value,85.4,88.3,81.3,83,83.3,83.5
NER,Niger,757,Trade freedom score,Value,71.7,65.6,65.6,64.6,66.4,61.5
NER,Niger,758,Investment freedom score,Value,55,55,55,55,55,55
NER,Niger,759,Financial freedom score,Value,40,40,40,40,40,40
NGA,Nigeria,747,Index of economic freedom score,Value,55.1,54.3,55.6,57.5,57.1,58.5
NGA,Nigeria,748,Index of economic freedom score,Rank,120,129,120,116,115,104
NGA,Nigeria,749,Index of economic freedom score,Regional Rank,21,26,22,20,16,12
NGA,Nigeria,750,Property rights score,Value,30,30,30,30,35.3,38
NGA,Nigeria,751,Freedom from corruption score,Value,24,22.7,25,27,,
NGA,Nigeria,752,Fiscal freedom score,Value,82.6,85,85.2,85.1,,
NGA,Nigeria,753,Gov't spending score,Value,74.6,74.5,76.1,94.6,95.2,96.3
NGA,Nigeria,754,Business freedom score,Value,55.7,48,48.3,48.7,48.9,49.3
NGA,Nigeria,755,Labor freedom score,Value,67.2,66.4,77.7,72.9,73.9,81.5
NGA,Nigeria,756,Monetary freedom score,Value,73.3,73.1,70.4,71.5,71.3,66.9
NGA,Nigeria,757,Trade freedom score,Value,63.9,63.8,63.8,64.8,62.3,65.5
NGA,Nigeria,758,Investment freedom score,Value,40,40,40,40,40,45
NGA,Nigeria,759,Financial freedom score,Value,40,40,40,40,40,40
NIC,Nicaragua,747,Index of economic freedom score,Value,56.6,58.4,57.6,58.6,59.2,58.9
NIC,Nicaragua,748,Index of economic freedom score,Rank,110,102,108,109,98,100
NIC,Nicaragua,749,Index of economic freedom score,Regional Rank,21,18,18,18,20,20
NIC,Nicaragua,750,Property rights score,Value,15,15,10,10,31.1,29.8
NIC,Nicaragua,751,Freedom from corruption score,Value,25,24.1,28,28,,
NIC,Nicaragua,752,Fiscal freedom score,Value,78.7,78.6,78.4,78,,
NIC,Nicaragua,753,Gov't spending score,Value,65.1,80,76.6,82.8,80.8,80
NIC,Nicaragua,754,Business freedom score,Value,51.2,52.6,58,61.2,59,60.2
NIC,Nicaragua,755,Labor freedom score,Value,62.2,60.3,56.7,55.7,55.6,57.3
NIC,Nicaragua,756,Monetary freedom score,Value,73.2,72.8,67.8,69,71.2,73
NIC,Nicaragua,757,Trade freedom score,Value,85.4,85.4,85.4,86.2,81,81
NIC,Nicaragua,758,Investment freedom score,Value,60,65,65,65,65,60
NIC,Nicaragua,759,Financial freedom score,Value,50,50,50,50,50,50
NLD,Netherlands,747,Index of economic freedom score,Value,73.5,74.2,73.7,74.6,75.8,76.2
NLD,Netherlands,748,Index of economic freedom score,Rank,17,15,17,16,15,17
NLD,Netherlands,749,Index of economic freedom score,Regional Rank,8,6,8,7,7,10
NLD,Netherlands,750,Property rights score,Value,90,90,90,90,87.4,87.9
NLD,Netherlands,751,Freedom from corruption score,Value,89,88,83,83,,
NLD,Netherlands,752,Fiscal freedom score,Value,52.1,51.7,51.8,52.7,,
NLD,Netherlands,753,Gov't spending score,Value,24.7,25.6,23.8,34.4,37,39.1
NLD,Netherlands,754,Business freedom score,Value,83,89.7,84.3,80,80.2,80.5
NLD,Netherlands,755,Labor freedom score,Value,58.6,59.6,66.3,64,70.5,61.5
NLD,Netherlands,756,Monetary freedom score,Value,81.1,79.9,79.8,83.4,85.8,87.5
NLD,Netherlands,757,Trade freedom score,Value,86.8,87.8,88,88,87,86.9
NLD,Netherlands,758,Investment freedom score,Value,90,90,90,90,90,90
NLD,Netherlands,759,Financial freedom score,Value,80,80,80,80,80,80
NOR,Norway,747,Index of economic freedom score,Value,70.5,70.9,71.8,70.8,74,74.3
NOR,Norway,748,Index of economic freedom score,Rank,31,32,27,32,25,23
NOR,Norway,749,Index of economic freedom score,Regional Rank,16,16,15,16,14,12
NOR,Norway,750,Property rights score,Value,90,90,90,90,86.7,86.4
NOR,Norway,751,Freedom from corruption score,Value,90,88.1,86,86,,
NOR,Norway,752,Fiscal freedom score,Value,51,50.6,52.1,53.2,,
NOR,Norway,753,Gov't spending score,Value,40.3,42.2,43.8,41.8,38.5,29.2
NOR,Norway,754,Business freedom score,Value,92.6,90.9,92.1,89.6,89.5,90.4
NOR,Norway,755,Labor freedom score,Value,44.7,44.6,48.2,48.5,48.8,54.6
NOR,Norway,756,Monetary freedom score,Value,76.9,78.7,81.7,76.2,75.8,73.9
NOR,Norway,757,Trade freedom score,Value,89.3,89.1,89.4,87.8,87.7,87.9
NOR,Norway,758,Investment freedom score,Value,70,75,75,75,75,75
NOR,Norway,759,Financial freedom score,Value,60,60,60,60,60,60
NPL,Nepal,747,Index of economic freedom score,Value,50.4,50.1,51.3,50.9,55.1,54.1
NPL,Nepal,748,Index of economic freedom score,Rank,141,149,152,151,125,133
NPL,Nepal,749,Index of economic freedom score,Regional Rank,31,34,34,34,26,32
NPL,Nepal,750,Property rights score,Value,30,30,30,30,37.3,37.5
NPL,Nepal,751,Freedom from corruption score,Value,22,21.3,31,29,,
NPL,Nepal,752,Fiscal freedom score,Value,85.8,85.9,85.6,85.1,,
NPL,Nepal,753,Gov't spending score,Value,89.2,89.6,88.9,91.1,89.5,87.6
NPL,Nepal,754,Business freedom score,Value,57.2,58.5,65.7,64.9,64.6,64.6
NPL,Nepal,755,Labor freedom score,Value,44.3,43.8,44.3,47.3,47.6,43.5
NPL,Nepal,756,Monetary freedom score,Value,75.1,76.3,70.5,70.8,72.2,65.8
NPL,Nepal,757,Trade freedom score,Value,60.8,61,61.8,55.6,68.1,66.6
NPL,Nepal,758,Investment freedom score,Value,10,5,5,5,10,10
NPL,Nepal,759,Financial freedom score,Value,30,30,30,30,30,30
NZL,New Zealand,747,Index of economic freedom score,Value,81.4,81.2,82.1,81.6,83.7,84.2
NZL,New Zealand,748,Index of economic freedom score,Rank,4,5,3,3,3,3
NZL,New Zealand,749,Index of economic freedom score,Regional Rank,4,4,3,3,3,3
NZL,New Zealand,750,Property rights score,Value,95,95,95,95,96.1,95.1
NZL,New Zealand,751,Freedom from corruption score,Value,95,94,91,91,,
NZL,New Zealand,752,Fiscal freedom score,Value,71.5,71.2,70.4,71,,
NZL,New Zealand,753,Gov't spending score,Value,33.2,32.3,43,46,46.5,49.5
NZL,New Zealand,754,Business freedom score,Value,99.9,96.1,95.5,91.4,91.8,91.5
NZL,New Zealand,755,Labor freedom score,Value,89.5,90.2,91.4,85.9,86.2,84.4
NZL,New Zealand,756,Monetary freedom score,Value,83.3,86.3,87.6,88.1,90.1,90
NZL,New Zealand,757,Trade freedom score,Value,86.8,86.8,86.8,87.2,87.4,87.4
NZL,New Zealand,758,Investment freedom score,Value,80,80,80,80,80,80
NZL,New Zealand,759,Financial freedom score,Value,80,80,80,80,80,80
OMN,Oman,747,Index of economic freedom score,Value,68.1,67.4,66.7,67.1,62.1,61
OMN,Oman,748,Index of economic freedom score,Rank,45,48,56,52,82,93
OMN,Oman,749,Index of economic freedom score,Regional Rank,5,6,6,6,8,8
OMN,Oman,750,Property rights score,Value,50,50,55,55,60.8,59.5
OMN,Oman,751,Freedom from corruption score,Value,48,48.2,47,45,,
OMN,Oman,752,Fiscal freedom score,Value,98.5,98.5,98.5,98.5,,
OMN,Oman,753,Gov't spending score,Value,69.1,56,44.2,36.8,20.5,25
OMN,Oman,754,Business freedom score,Value,68.1,68.3,68.4,70.1,68.4,76.3
OMN,Oman,755,Labor freedom score,Value,80.9,75.5,76.1,72.5,70.3,55.2
OMN,Oman,756,Monetary freedom score,Value,72.7,73.6,76.2,77.9,80.6,79.2
OMN,Oman,757,Trade freedom score,Value,78.7,78.7,76.8,85,85.2,86.2
OMN,Oman,758,Investment freedom score,Value,55,65,65,70,65,65
OMN,Oman,759,Financial freedom score,Value,60,60,60,60,60,60
PAK,Pakistan,747,Index of economic freedom score,Value,55.1,55.2,55.6,55.9,52.8,54.4
PAK,Pakistan,748,Index of economic freedom score,Rank,121,126,121,126,141,131
PAK,Pakistan,749,Index of economic freedom score,Regional Rank,24,26,25,26,32,31
PAK,Pakistan,750,Property rights score,Value,30,30,30,30,36.4,36
PAK,Pakistan,751,Freedom from corruption score,Value,25,22.7,28,29,,
PAK,Pakistan,752,Fiscal freedom score,Value,80.5,80.6,77.7,79,,
PAK,Pakistan,753,Gov't spending score,Value,89,88.3,86.1,86.2,87.3,88.2
PAK,Pakistan,754,Business freedom score,Value,70.7,69.4,65.6,61.2,61.2,55.3
PAK,Pakistan,755,Labor freedom score,Value,47.9,47.3,42.1,42.1,37.8,40.6
